country,city,hospital,department,doctor_name,source_url
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata",Orthopedic,"Dr Krishna Shankar Singh",https://www.apollohospitals.com/doctors/orthopedician/kolkata/dr-krishna-shankar-singh
India,Hyderabad,"Apollo Hospitals, Hyderguda, Hyderabad",Orthopedic,"Dr S R K Dikshith",https://www.apollohospitals.com/doctors/orthopedician/hyderabad/dr-s-r-k-dikshith
India,Delhi,"Apollo Hospitals, Delhi",Orthopedic,"Dr Abhishek Vaish",https://www.apollohospitals.com/doctors/orthopedician/delhi/dr-abhishek-vaish
India,Bangalore,"Apollo Hospitals, Seshadripuram, Bangalore",Orthopedic,"Dr Anjan A",https://www.apollohospitals.com/doctors/orthopedician/bangalore/dr-anjan-a
India,Nellore,"Apollo Specialty Hospitals, Nellore",Orthopedic,"Dr C Vivekananda Reddy",https://www.apollohospitals.com/doctors/orthopedician/nellore/dr-c-vivekananda-reddy
India,Chennai,"Apollo Speciality Hospitals, Vanagaram, Chennai",Orthopedic,"Dr Manivannan S",https://www.apollohospitals.com/doctors/orthopedician/chennai/dr-manivannans
India,Mumbai,"Apollo Hospitals, Mumbai",Orthopedic,"Dr Nitish Arora",https://www.apollohospitals.com/doctors/orthopedician/mumbai/dr-nitish-arora
India,Mumbai,"Apollo Hospitals, Mumbai",Orthopedic,"Dr Sharif Dudekula",https://www.apollohospitals.com/doctors/orthopedician/mumbai/dr-sharif-dudekula
India,Pune,"Apollo Hospitals, Pune",Orthopedic,"Dr Suhel Akhtar Khan",https://www.apollohospitals.com/doctors/orthopaedics-and-joint-replacement-surgery/pune/dr-suhel-akhtar-khan
India,Chennai,"Apollo Speciality Hospitals, Vanagaram, Chennai",Orthopedic,"Dr Muthu Manickam",https://www.apollohospitals.com/doctors/orthopedician/chennai/dr-muthu-manickam
India,Chennai,"Apollo Hospitals, Greams Road, Chennai",Orthopedic,"Dr Kunal Patel",https://www.apollohospitals.com/doctors/orthopedician/chennai/dr-kunal-patel
India,Noida,"Apollo Hospitals Noida",Orthopedic,"Dr Vipul Aggarwal",https://www.apollohospitals.com/doctors/orthopedician/noida/dr-vipul-aggarwal
India,Noida,"Apollo Hospitals Noida",Orthopedic,"Dr Vishal Srivastav",https://www.apollohospitals.com/doctors/orthopaedic-surgeon/noida/dr-vishal-srivastav
India,Delhi,"Apollo Hospitals, Delhi",Orthopedic,"Dr Himanshu Bhargava",https://www.apollohospitals.com/doctors/orthopedician/delhi/dr-himanshu-bhargava
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad",Orthopedic,"Dr Jatin Vakhariya",https://www.apollohospitals.com/doctors/orthopedician/ahmedabad/dr-jatin-vakhariya
India,Pune,"Apollo Hospitals, Pune",Orthopedic,"Dr Kunal Bansal",https://www.apollohospitals.com/doctors/orthopaedic-surgeon/pune/dr-kunal-bansal
India,Bhopal,"Apollo Sage Hospitals",Orthopedic,"Dr Vivek Tiwari",https://www.apollohospitals.com/doctors/orthopedician/bhopal/dr-vivek-tiwari
India,Chennai,"Apollo Hospitals, Greams Road, Chennai",Orthopedic,"Dr Karthik Reddy Pammi",https://www.apollohospitals.com/doctors/orthopedician/chennai/dr-karthik-reddy-pammi
India,Chennai,"Apollo Speciality Hospitals, Vanagaram, Chennai",Orthopedic,"Dr Kanniraj Marimuthu",https://www.apollohospitals.com/doctors/orthopedician/chennai/dr-kanniraj-marimuthu
India,Bangalore,"Apollo Hospitals, Bannerghatta Road, Bangalore",Orthopedic,"Dr Vidhya Sagar",https://www.apollohospitals.com/doctors/orthopedician/bangalore/dr-vidhya-sagar
India,Hyderabad,"Apollo Hospitals, Secunderabad, Hyderabad",Orthopedic,"Dr Siddhartha Maredupaka",https://www.apollohospitals.com/doctors/orthopedician/hyderabad/dr-siddhartha-maredupaka
India,Trichy,"Apollo Speciality Hospitals, Trichy",Orthopedic,"Dr Udayamoorthy Subramani",https://www.apollohospitals.com/doctors/orthopaedics-and-traumatology-specialist/trichy/dr-udayamoorthy-subramani
India,Bangalore,"Apollo Hospitals, Bannerghatta Road, Bangalore",Orthopedic,"Dr Pramod K Sudarshan",https://www.apollohospitals.com/doctors/spine-surgeon/bangalore/dr-pramod-k-sudarshan
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Orthopedic,"Dr Alla Sai Pranay",https://www.apollohospitals.com/doctors/orthopedician/hyderabad/dr-alla-pranay
India,Mysore,"Apollo BGS Hospitals, Mysore",Orthopedic,"Dr Jayavardhan Y B",https://www.apollohospitals.com/doctors/orthopedician/mysore/dr-jayavardhan-y-b
India,Bangalore,"Apollo Hospitals Sarjapur Road, Bangalore",Orthopedic,"Dr. Radhesh R Menon",https://www.apollohospitals.com/doctors/orthopedics/bangalore/dr-radhesh-r-menon
India,Mumbai,"Apollo Hospitals, Mumbai",Orthopedic,"Dr Irphan Shmshuddin Shaikh",https://www.apollohospitals.com/doctors/orthopaedics-and-joint-replacement-surgery/mumbai/dr-irphan-shmshuddin-shaikh
India,Visakhapatnam,"Apollo Hospitals Health City, Arilova, Vizag",Orthopedic,"Dr Karthik Paidi",https://www.apollohospitals.com/doctors/orthopaedics-joint-replacement-and-arthroscopic-surgeon/visakhapatnam/dr-karthik-paidi
India,Rourkela,"Apollo Super Speciality Hospital, Rourkela",Orthopedic,"Dr Barun Kumar Patel",https://www.apollohospitals.com/doctors/orthopedician/rourkela/dr-barun-kumar-patel
India,Bhopal,"Apollo Sage Hospitals",Orthopedic,"Dr Yugal Varandani",https://www.apollohospitals.com/doctors/orthopedician/bhopal/dr-yugal-varandani
India,Pune,"Apollo Hospitals, Pune",Orthopedic,"Dr Nishit Shah",https://www.apollohospitals.com/doctors/orthopedician/pune/dr-nishit-shah
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad",Orthopedic,"Dr Deval Pancholi",https://www.apollohospitals.com/doctors/orthopedician/ahmedabad/dr-deval-pancholi
India,Pune,"Apollo Hospitals, Pune",Orthopedic,"Dr Shyam Thakkar",https://www.apollohospitals.com/doctors/orthopedician/pune/dr-shyam-thakkar
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Orthopedic,"Dr Kiran Varma Uddaraju",https://www.apollohospitals.com/doctors/orthopedician/hyderabad/dr-kiran-varma-uddaraju
India,Nellore,"Apollo Specialty Hospitals, Nellore",Orthopedic,"Dr M Sasidhar Reddy",https://www.apollohospitals.com/doctors/orthopedician/nellore/dr-m-sasidhar-reddy
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Orthopedic,"Dr Prashant Meshram",https://www.apollohospitals.com/doctors/orthopedics-shoulder-surgery/hyderabad/dr-prashant-meshram
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Orthopedic,"Dr Raviteja Reddy Karumuri",https://www.apollohospitals.com/doctors/orthopaedic-surgeon/hyderabad/dr-raviteja-reddy-karumuri
India,Mumbai,"Apollo Hospitals, Mumbai",Orthopedic,"Dr Sameer Chaudhari",https://www.apollohospitals.com/doctors/orthopedician/mumbai/dr-sameer-chaudhari
India,Lucknow,"Apollo Hospitals Lucknow",Orthopedic,"Dr Kamal Kishor Gupta",https://www.apollohospitals.com/doctors/orthopaedics-joint-replacement-and-arthroscopic-surgeon/lucknow/dr-kamal-kishor-gupta
India,Hyderabad,"Apollo Hospitals, Hyderguda, Hyderabad",Orthopedic,"Dr M N Amarnath",https://www.apollohospitals.com/doctors/orthopedician/hyderabad/dr-m-n-amarnath
India,Chennai,"Apollo Hospitals, Greams Road, Chennai",Orthopedic,"Dr Gandhi Niraj Bharat",https://www.apollohospitals.com/doctors/orthopedician/chennai/dr-gandhi-niraj-bharat
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad",Orthopedic,"Dr Mahipat Parmar",https://www.apollohospitals.com/doctors/orthopedician/ahmedabad/dr-mahipat-parmar
India,Chennai,"Apollo Firstmed Hospital, Chennai",Orthopedic,"Dr S N Lokesh Kumar",https://www.apollohospitals.com/doctors/orthopedician/chennai/dr-s-n-lokesh-kumar
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Orthopedic,"Dr Krishna Bhargava Vem",https://www.apollohospitals.com/doctors/orthopaedic-surgeon/hyderabad/dr-krishna-bhargava-vem
India,Hyderabad,"Apollo Hospitals, Financial District",Orthopedic,"Dr B Harsha Vardhana Reddy",https://www.apollohospitals.com/doctors/orthopaedic-surgeon/hyderabad/dr-b-harsha-vardhana-reddy
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Orthopedic,"Dr Vamsi krishna Mundluru",https://www.apollohospitals.com/doctors/orthopedician/hyderabad/dr-vamsi-krishna-mundluru
India,Warangal,"Apollo Reach N S R Hospital, Warangal, Hyderabad",Orthopedic,"Dr Shaik Md Waseem Ahmed",https://www.apollohospitals.com/doctors/orthopedician/warangal/dr-shaik-md-waseem-ahmed
India,Nashik,"Apollo Hospitals, Nashik",Orthopedic,"Dr Bhushan Deshmukh",https://www.apollohospitals.com/doctors/orthopedician/nashik/dr-bhushan-deshmukh
India,Bilaspur,"Apollo Hospitals, Bilaspur",Orthopedic,"Dr Swayam Prakash Tripathy",https://www.apollohospitals.com/doctors/pediatric-orthopaedician/bilaspur/dr-swayam-prakash-tripathy
India,Hyderabad,"Apollo Hospitals, Financial District",Orthopedic,"Dr. Madhava Rao Nekkanti",https://www.apollohospitals.com/doctors/orthopedician/hyderabad/dr-madhava-rao-nekkanti-s-k
India,Visakhapatnam,"Apollo Hospitals Health City, Arilova, Vizag",Orthopedic,"Dr Ravi Teja Boddapalli",https://www.apollohospitals.com/doctors/orthopedician/visakhapatnam/dr-ravi-teja-boddapalli
India,Delhi,"Apollo Hospitals, Delhi",Orthopedic,"Dr Anoop Bandil",https://www.apollohospitals.com/doctors/orthopedician/delhi/dr-anoop-bandil
India,Hyderabad,"Apollo Hospitals, Financial District",Orthopedic,"Dr Ravi Teja Rudraraju",https://www.apollohospitals.com/doctors/orthopedics-and-sports-medicine/hyderabad/dr-ravi-teja-rudraraju
India,Mumbai,"Apollo Hospitals, Mumbai",Orthopedic,"Dr Agnivesh Tikoo",https://www.apollohospitals.com/doctors/orthopedician/mumbai/dr-agnivesh-tikoo
India,Chennai,"Apollo Hospitals, Greams Road, Chennai",Orthopedic,"Dr P Karthik Anand",https://www.apollohospitals.com/doctors/orthopedician/chennai/dr-p-karthik-anand
India,Mumbai,"Apollo Hospitals, Mumbai",Orthopedic,"Dr Burhan Salim Siamwala",https://www.apollohospitals.com/doctors/orthopedician/mumbai/dr-burhan-salim-siamwala
India,Lucknow,"Apollo Hospitals Lucknow",Orthopedic,"Dr Deepankar Mishra",https://www.apollohospitals.com/doctors/orthopaedics-and-joint-replacement-surgery/lucknow/dr-deepankar-mishra
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata",Orthopedic,"Dr Ranadip Rudra",https://www.apollohospitals.com/doctors/orthopedician/kolkata/dr-ranadip-rudra
India,Indore,"Apollo Hospitals, Indore",Orthopedic,"Dr Sparsh Jaiswal",https://www.apollohospitals.com/doctors/orthopedic-spine-and-nerve-modulation/indore/dr-sparsh-jaiswal
India,Bangalore,"Apollo Speciality Hospital, Jayanagar, Bangalore",Orthopedic,"Dr Venkatdeep Mohan",https://www.apollohospitals.com/doctors/orthopedician/bangalore/dr-venkatdeep-mohan
India,Bangalore,"Apollo Hospitals, Bannerghatta Road, Bangalore",Orthopedic,"Dr Abhishekar Sugumar K",https://www.apollohospitals.com/doctors/orthopedician/bangalore/dr-abhishekar-sugumar-k
India,Bhubaneswar,"Apollo Hospitals, Bhubaneswar",Orthopedic,"Dr Vaibhav Mohanty",https://www.apollohospitals.com/doctors/foot-ankle-surgeon/bhubaneswar/dr-vaibhav-mohanty
India,Chennai,"Apollo Children's Hospital, Chennai",Orthopedic,"Dr Lokesh Sharma",https://www.apollohospitals.com/doctors/paediatric-orthopedic/chennai/dr-lokesh-sharma
India,Chennai,"Apollo Firstmed Hospital, Chennai",Orthopedic,"Dr Praveen Govardhan",https://www.apollohospitals.com/doctors/orthopedician/chennai/dr-praveen-govardhan
India,Visakhapatnam,"Apollo Hospitals Health City, Arilova, Vizag",Orthopedic,"Dr Hemanth Praveen Malla",https://www.apollohospitals.com/doctors/orthopedician/visakhapatnam/dr-hemanth-praveen-malla
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad",Orthopedic,"Dr Chitresh Mehta",https://www.apollohospitals.com/doctors/orthopedician/ahmedabad/dr-chitresh-mehta
India,Guwahati,"Apollo Excelcare, Guwahati",Orthopedic,"Dr Krishanu Kakati",https://www.apollohospitals.com/doctors/orthopedician/guwahati/dr-krishanu-kakati
India,Guwahati,"Apollo Excelcare, Guwahati",Orthopedic,"Dr Abhay Agarwal",https://www.apollohospitals.com/doctors/orthopedician/guwahati/dr-abhay-agarwal
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata",Orthopedic,"Dr Indranil Pal",https://www.apollohospitals.com/doctors/orthopedician/kolkata/dr-indranil-pal
India,Chennai,"Apollo Speciality Hospitals, Vanagaram, Chennai",Orthopedic,"Dr A VINOTH",https://www.apollohospitals.com/doctors/orthopedician/chennai/dr-a-vinoth
India,Bangalore,"Apollo Hospitals, Seshadripuram, Bangalore",Orthopedic,"Dr. Raj Kumar Pannem",https://www.apollohospitals.com/doctors/neurosurgeon/bangalore/dr-raj-kumar-pannem
India,Bhopal,"Apollo Sage Hospitals",Orthopedic,"Dr Mayank Sharma",https://www.apollohospitals.com/doctors/orthopedician/bhopal/dr-mayank-sharma
India,Cochin,"Apollo Adlux Hospital, Cochin",Orthopedic,"Dr Aravind P Vijayan",https://www.apollohospitals.com/doctors/orthopedician/cochin/dr-aravind-p-vijayan
India,Cochin,"Apollo Adlux Hospital, Cochin",Orthopedic,"Dr Arvind P Vijayan",https://www.apollohospitals.com/doctors/orthopedician/cochin/dr-arvind-p-vijayan
India,Guwahati,"Apollo Excelcare, Guwahati",Orthopedic,"Dr Parag Brahma",https://www.apollohospitals.com/doctors/orthopedician/guwahati/dr-parag-brahma
India,Hyderabad,"Apollo Hospitals, Hyderguda, Hyderabad",Orthopedic,"Dr Siddharth Potluri",https://www.apollohospitals.com/doctors/orthopedician/hyderabad/dr-siddharth-potluri
India,Rourkela,"Apollo Super Speciality Hospital, Rourkela",Orthopedic,"Dr Avinash Choudhary",https://www.apollohospitals.com/doctors/orthopedician/rourkela/dr-avinash-choudhary
India,Pune,"Apollo Hospitals, Pune",Orthopedic,"Dr Ameya Katariya",https://www.apollohospitals.com/doctors/orthopedician/pune/dr-ameya-katariya
India,"Karim Nagar","Apollo Reach Hospital Karimnagar, Hyderabad",Orthopedic,"Dr Iftekar Ali Mohammed",https://www.apollohospitals.com/doctors/orthopedician/karim-nagar/dr-iftekar-ali-mohammed
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Orthopedic,"Dr Bandi Sahithya",https://www.apollohospitals.com/doctors/hand-surgery-and-limb-reconstructive-surgery/hyderabad/dr-bandi-sahithya
India,Bangalore,"Apollo Speciality Hospital, Jayanagar, Bangalore",Orthopedic,"Dr Anika Sait",https://www.apollohospitals.com/doctors/orthopedician/bangalore/dr-anika-sait
India,Bangalore,"Apollo Speciality Hospital, Jayanagar, Bangalore",Orthopedic,"Dr Deepthi K N",https://www.apollohospitals.com/doctors/orthopedician/bangalore/dr-deepthi-k-n
India,Nellore,"Apollo Specialty Hospitals, Nellore",Orthopedic,"Dr Cheemala Vikram Reddy",https://www.apollohospitals.com/doctors/orthopedician/nellore/dr-cheemala-vikram-reddy
India,Bangalore,"Apollo Speciality Hospital, Jayanagar, Bangalore",Orthopedic,"Dr Aarpith Kamath",https://www.apollohospitals.com/doctors/orthopedician/bangalore/dr-aarpith-kamath
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad",Orthopedic,"Dr Kunal Khara",https://www.apollohospitals.com/doctors/orthopedics-and-sports-medicine/ahmedabad/dr-kunal-khara
India,Noida,"Apollo Hospitals Noida",Orthopedic,"Dr Durgesh Singh",https://www.apollohospitals.com/doctors/orthopedician/noida/dr-durgesh-singh
India,Bhopal,"Apollo Sage Hospitals",Orthopedic,"Dr Chetan Singh Dhosariya",https://www.apollohospitals.com/doctors/orthopedician/bhopal/dr-chetan-singh-dhosariya
India,Bilaspur,"Apollo Hospitals, Bilaspur",Orthopedic,"Dr Suryansh Nema",https://www.apollohospitals.com/doctors/orthopedician/bilaspur/dr-suryansh-nema
India,Lucknow,"Apollo Hospitals Lucknow",Orthopedic,"Dr Saad Mohammad",https://www.apollohospitals.com/doctors/orthopaedics-and-joint-replacement-surgery/lucknow/dr-saad-mohammad
India,Mysore,"Apollo BGS Hospitals, Mysore",Orthopedic,"Dr Sindhu B",https://www.apollohospitals.com/doctors/orthopaedics/mysore/dr-sindhu-b
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Orthopedic,"Dr Dayakar Babu Jakkula",https://www.apollohospitals.com/doctors/orthopedician/hyderabad/dr-dayakar-babu-jakkula
India,Bangalore,"Apollo Hospitals, Seshadripuram, Bangalore",Orthopedic,"Dr Preksha Vijay",https://www.apollohospitals.com/doctors/orthopedician/bangalore/dr-preksha-vijay
India,Karaikudi,"Apollo Reach Hospital, Karaikudi",Orthopedic,"Dr Muthamil Selvan K",https://www.apollohospitals.com/doctors/orthopaedic-surgeon/karaikudi/dr-muthamil-selvan-k
India,Karaikudi,"Apollo Reach Hospital, Karaikudi",Orthopedic,"Dr Velarasan K",https://www.apollohospitals.com/doctors/orthopaedic-surgeon/karaikudi/dr-velarasan-k
India,Delhi,"Apollo Hospitals, Delhi",Neurology,"Dr Ravi Bhatia",https://www.apollohospitals.com/doctors/neurosurgeon/delhi/dr-ravi-bhatia
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Neurology,"Dr Subhashini Prabhakar",https://www.apollohospitals.com/doctors/neurologist/hyderabad/dr-subhashini-prabhakar
India,Bangalore,"Apollo Speciality Hospital, Jayanagar, Bangalore",Neurology,"Dr Satishchandra P",https://www.apollohospitals.com/doctors/neurologist/bangalore/dr-satishchandra-p
India,Delhi,"Apollo Hospitals, Delhi",Neurology,"Dr Rakesh Agarwal",https://www.apollohospitals.com/doctors/neurologist/delhi/dr-rakesh-agarwal
India,Chennai,"Apollo Heart Centre, Chennai",Neurology,"Dr Panneer A",https://www.apollohospitals.com/doctors/neurologist/chennai/dr-panneer-a
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Neurology,"Dr Raghava Dutt Mulukutla",https://www.apollohospitals.com/doctors/spine-surgeon/hyderabad/dr-raghava-dutt-mulukutla
India,Delhi,"Apollo Hospitals, Delhi",Neurology,"Dr Pushpendra Nath Renjen",https://www.apollohospitals.com/doctors/neurologist/delhi/dr-pushpendra-nath-renjen
India,Delhi,"Apollo Hospitals, Delhi",Neurology,"Dr Rajendra Prasad",https://www.apollohospitals.com/doctors/neurosurgeon/delhi/dr-rajendra-prasad
India,Lucknow,"Apollo Hospitals Lucknow",Neurology,"Dr Gopal Poduval",https://www.apollohospitals.com/doctors/neurologist/lucknow/dr-gopal-poduval
India,Bangalore,"Apollo Speciality Hospital, Jayanagar, Bangalore",Neurology,"Dr Dilip Gopalakrishnan",https://www.apollohospitals.com/doctors/brain-and-spine-surgeon/bangalore/dr-dilip-gopalakrishnan
India,Delhi,"Apollo Hospitals, Delhi",Neurology,"Dr Sogani Shani Kumar",https://www.apollohospitals.com/doctors/neurosurgeon/delhi/dr-sogani-shani-kumar
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata",Neurology,"Dr B K Singhania",https://www.apollohospitals.com/doctors/neurosurgeon/kolkata/dr-b-k-singhania
India,Bangalore,"Apollo Speciality Hospital, Jayanagar, Bangalore",Neurology,"Dr Krishna K N",https://www.apollohospitals.com/doctors/brain-and-spine-surgeon/bangalore/dr-krishna-k-n
India,Chennai,"Apollo Speciality Hospitals, Teynampet, Chennai",Neurology,"Dr R M Bhoopathy",https://www.apollohospitals.com/doctors/neurologist/chennai/dr-r-m-bhoopathy
India,Bangalore,"Apollo Hospitals, Bannerghatta Road, Bangalore",Neurology,"Dr Satish Satyanarayana",https://www.apollohospitals.com/doctors/neurosurgeon/bangalore/dr-satish-satyanarayana
India,Chennai,"Apollo Hospitals, Greams Road, Chennai",Neurology,"Dr Dhanaraj M",https://www.apollohospitals.com/doctors/neurologist/chennai/dr-dhanaraj-m
India,Chennai,"Apollo Proton Cancer Centre, Chennai",Neurology,"Dr Ari G Chacko",https://www.apollohospitals.com/doctors/neurosurgeon/chennai/dr-ari-g-chacko
India,Chennai,"Apollo Hospitals, Greams Road, Chennai",Neurology,"Dr Geetha Lakshmipathy",https://www.apollohospitals.com/doctors/neurologist/chennai/dr-geetha-lakshmipathy
India,Delhi,"Apollo Hospitals, Delhi",Neurology,"Dr Sudheer Kumar Tyagi",https://www.apollohospitals.com/doctors/neurosurgeon/delhi/dr-sudheer-kumar-tyagi
India,Chennai,"Apollo Hospitals, Greams Road, Chennai",Neurology,"Dr Sridharan Ramaratnam",https://www.apollohospitals.com/doctors/neurologist/chennai/dr-sridharan-ramaratnam
India,Delhi,"Apollo Hospitals, Delhi",Neurology,"Dr Mukul Varma",https://www.apollohospitals.com/doctors/neurologist/delhi/dr-mukul-varma
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad",Neurology,"Dr Sucheta Mudgerikar",https://www.apollohospitals.com/doctors/neurologist/ahmedabad/dr-sucheta-mudgerikar
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata",Neurology,"Dr S N Singh",https://www.apollohospitals.com/doctors/neurosurgeon/kolkata/dr-s-n-singh
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata",Neurology,"Dr Prashant Baid",https://www.apollohospitals.com/doctors/spine-surgeon/kolkata/dr-prashant-baid
India,Chennai,"Apollo Hospitals, Greams Road, Chennai",Neurology,"Dr M Balamurugan",https://www.apollohospitals.com/doctors/neurosurgeon/chennai/dr-m-balamurugan
India,Chennai,"Apollo Hospitals, Greams Road, Chennai",Neurology,"Dr Rajendran S",https://www.apollohospitals.com/doctors/neurologist/chennai/dr-rajendran-s
India,Chennai,"Apollo Speciality Hospitals, Teynampet, Chennai",Neurology,"Dr Siddhartha Ghosh",https://www.apollohospitals.com/doctors/neurosurgeon/chennai/dr-siddhartha-ghosh
India,Indore,"Apollo Hospitals, Indore",Neurology,"Dr Abhay Bhagwat",https://www.apollohospitals.com/doctors/neurologist/indore/dr-abhay-bhagwat
India,Chennai,"Apollo Speciality Hospitals, Teynampet, Chennai",Neurology,"Dr Balamurugan M",https://www.apollohospitals.com/doctors/neurosurgeon/chennai/dr-balamurugan-m
India,Chennai,"Apollo Speciality Hospitals, Teynampet, Chennai",Neurology,"Dr Meenakshi Sundaram U",https://www.apollohospitals.com/doctors/neurologist/chennai/dr-meenakshisundaram-u
India,Bangalore,"Apollo Hospitals, Seshadripuram, Bangalore",Neurology,"Dr Jagadish B Agadi",https://www.apollohospitals.com/doctors/neurologist/bangalore/dr-jagadish-b-agadi
India,Visakhapatnam,"Apollo Hospitals Health City, Arilova, Vizag",Neurology,"Dr M Madhusudhana Babu",https://www.apollohospitals.com/doctors/neurologist/visakhapatnam/dr-m-madhusudhana-babu
India,Bilaspur,"Apollo Hospitals, Bilaspur",Neurology,"Dr A Jayavelu",https://www.apollohospitals.com/doctors/neurologist/bilaspur/dr-a-jayavelu
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata",Neurology,"Dr Amitabha Ghosh",https://www.apollohospitals.com/doctors/neurologist/kolkata/dr-amitabha-ghosh
India,Chennai,"Apollo Firstmed Hospital, Chennai",Neurology,"Dr Nithyanandam A",https://www.apollohospitals.com/doctors/neurologist/chennai/dr-nithyanandam-a
India,Chennai,"Apollo Children's Hospital, Chennai",Neurology,"Dr Viswanathan V",https://www.apollohospitals.com/doctors/paediatric-neurologist/chennai/dr-viswanathan-v
India,Delhi,"Apollo Hospitals, Delhi",Neurology,"Dr Vinit Suri",https://www.apollohospitals.com/doctors/neurologist/delhi/dr-vinit-suri
India,Guwahati,"Apollo Hospitals, Guwahati",Neurology,"Dr Radhika Ranjan Das",https://www.apollohospitals.com/doctors/neurologist/guwahati/dr-radhika-ranjan-das
India,Hyderabad,"Apollo Hospitals, Hyderguda, Hyderabad",Neurology,"Dr N Manohar Reddy",https://www.apollohospitals.com/doctors/neurosurgeon/hyderabad/dr-n-manohar-reddy
India,Lucknow,"Apollo Hospitals Lucknow",Neurology,"Prof (Dr) Chhitij Srivastava",https://www.apollohospitals.com/doctors/neuro-surgeon/lucknow/dr-chhitij-srivastava
India,Indore,"Apollo Hospitals, Indore",Neurology,"Dr Subodh Jain",https://www.apollohospitals.com/doctors/neurosurgeon/indore/dr-subodh-jain
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Neurology,"Dr Sudhir Kumar",https://www.apollohospitals.com/doctors/neurologist/hyderabad/dr-sudhir-kumar
India,Delhi,"Apollo Hospitals, Delhi",Neurology,"Dr Pranav Kumar",https://www.apollohospitals.com/doctors/neurosurgeon/delhi/dr-pranav-kumar
India,Pune,"Apollo Hospitals, Pune",Neurology,"Dr Ashish Chugh",https://www.apollohospitals.com/doctors/neurosurgeon/pune/dr-ashish-chugh
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata",Neurology,"Dr Sanjay Bhaumik",https://www.apollohospitals.com/doctors/neurologist/kolkata/dr-sanjay-bhaumik
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata",Neurology,"Dr Sisir Das",https://www.apollohospitals.com/doctors/neurosurgeon/kolkata/dr-sisir-das
India,Chennai,"Apollo Hospitals, Greams Road, Chennai",Neurology,"Dr Yogaraj S",https://www.apollohospitals.com/doctors/neurologist/chennai/dr-yogaraj-s
India,Bangalore,"Apollo Speciality Hospital, Jayanagar, Bangalore",Neurology,"Dr Ajay Herur",https://www.apollohospitals.com/doctors/brain-and-spine-surgeon/bangalore/dr-ajay-herur
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Neurology,"Dr B G Ratnam",https://www.apollohospitals.com/doctors/neurosurgeon/hyderabad/dr-b-g-ratnam
India,Lucknow,"Apollo Hospitals Lucknow",Neurology,"Dr Brig Saurabh Kumar Verma",https://www.apollohospitals.com/doctors/neuro-and-spine-surgery/lucknow/dr-brig-saurabh-kumar-verma
India,Pune,"Apollo Hospitals, Pune",Neurology,"Dr Sachin Gandhi",https://www.apollohospitals.com/doctors/brain-and-spine-surgeon/pune/dr-sachin-gandhi
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Neurology,"Dr Alok Ranjan",https://www.apollohospitals.com/doctors/neurosurgeon/hyderabad/dr-alok-ranjan
India,Nashik,"Apollo Hospitals, Nashik",Neurology,"Dr Sanjay Vekhande",https://www.apollohospitals.com/doctors/neurosurgeon/nashik/dr-sanjay-vekhande
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad",Neurology,"Dr Rahul Lath",https://www.apollohospitals.com/doctors/neurosurgeon/hyderabad/dr-rahul-lath
India,Chennai,"Apollo Hospitals ,Tondiarpet, Chennai",Neurology,"Dr Jothikumar",https://www.apollohospitals.com/doctors/neurosurgeon/chennai/dr-jothikumar
India,Hyderabad,"Apollo Hospitals, Financial District",Neurology,"Dr Sreekanth Vemula",https://www.apollohospitals.com/doctors/neurologist/hyderabad/dr-sreekanth-vemula
